name,gender,age,DetailClass,embarked,country,ticketno,fare,sibsp,parch,survived,class
"Windebank, Mr. Alfred Edgar",male,38,victualling crew,S,England,,,,,yes,crew
"Winser, Mr. Rowland",male,36,victualling crew,S,England,,,,,no,crew
"Witcher, Mr. Albert Ernest",male,39,engineering crew,S,England,,,,,no,crew
"Witter, Mr. James William Cheetham",male,31,victualling crew,S,England,,,,,yes,crew
"Wittman, Mr. Henry",male,39,victualling crew,S,Austria,,,,,no,crew
"Witt, Mr. Henry Dennis",male,37,engineering crew,S,England,,,,,no,crew
"Witts, Mr. William Francis",male,35,engineering crew,S,England,,,,,no,crew
"Woodford, Mr. Frederick Ernest",male,40,engineering crew,S,England,,,,,no,crew
"Wood, Mr. Henry",male,31,engineering crew,S,England,,,,,no,crew
"Wood, Mr. James Thomas",male,49,victualling crew,S,England,,,,,no,crew
"Woody, Mr. Oscar Scott",male,41,victualling crew,S,United States,,,,,no,crew
"Wormald, Mr. Henry Frederick Charles",male,45,victualling crew,S,England,,,,,no,crew
"Worthman, Mr. William Henry",male,37,engineering crew,S,England,,,,,no,crew
"Wrapson, Mr. Frederick Bernard",male,19,victualling crew,B,England,,,,,no,crew
"Wright, Mr. Frederick",male,24,victualling crew,S,England,,,,,no,crew
"Wright, Mr. William",male,40,victualling crew,S,England,,,,,yes,crew
"Wyeth, Mr. James Robert",male,26,engineering crew,S,England,,,,,no,crew
"Wynn, Mr. Walter",male,41,deck crew,B,England,,,,,yes,crew
"Yearsley, Mr. Harry",male,40,victualling crew,S,England,,,,,yes,crew
"Young, Mr. Francis James",male,32,engineering crew,S,England,,,,,no,crew
"Zanetti, Sig. Minio",male,20,restaurant staff,S,England,,,,,no,crew
"Zarracchi, Sig. L.",male,26,restaurant staff,S,England,,,,,no,crew
